NoClstr,FinalLevelTax,NoSeqinTax,TaxonomyPath
4,S,8,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae; [G] Riemerella; [S] Riemerella anatipestifer;
4,S,1,[D] Bacteria; [P] Planctomycetes; [C] Phycisphaerae; [O] Sedimentisphaerales; [F] Sedimentisphaeraceae; [G] Sedimentisphaera; [S] Sedimentisphaera cyanobacteriorum;
5,S,1,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Chroococcales; [F] Aphanothecaceae; [G] Gloeothece; [S] Gloeothece citriformis;
5,S,2,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Chroococcales; [F] Chroococcaceae; [G] Gloeocapsa; [S] Gloeocapsa sp. PCC 7428;
5,G,2,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Chroococcales; [F] Microcystaceae; [G] Microcystis;
5,O,54,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales;
5,S,2,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Aphanizomenonaceae; [G] Sphaerospermopsis; [S] Sphaerospermopsis kisseleviana;
5,G,5,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Calotrichaceae; [G] Calothrix;
5,S,4,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Calotrichaceae; [G] Calothrix; [S] Calothrix parietina;
5,S,2,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Calotrichaceae; [G] Calothrix; [S] Calothrix sp. NIES-2100;
5,S,4,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Calotrichaceae; [G] Calothrix; [S] Calothrix sp. NIES-3974;
5,S,4,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Calotrichaceae; [G] Calothrix; [S] Calothrix sp. NIES-4101;
5,S,4,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Calotrichaceae; [G] Calothrix; [S] Calothrix sp. PCC 7507;
5,F,5,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Hapalosiphonaceae;
5,F,50,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Nostocaceae;
5,S,4,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Nostocaceae; [G] Anabaena; [S] Anabaena cylindrica;
5,G,6,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Nostocaceae; [G] Cylindrospermum;
5,S,5,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Nostocaceae; [G] Cylindrospermum; [S] Cylindrospermum sp. NIES-4074;
5,S,2,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Nostocaceae; [G] Cylindrospermum; [S] Cylindrospermum stagnale;
5,G,17,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Nostocaceae; [G] Nostoc;
5,S,1,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Nostocaceae; [G] Nostoc; [S] Nostoc commune;
5,S,2,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Nostocaceae; [G] Nostoc; [S] Nostoc sp. PCC 7107;
5,S,1,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Rivulariaceae; [G] Microchaete; [S] Microchaete diplosiphon;
5,S,7,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Rivulariaceae; [G] Rivularia; [S] Rivularia sp. PCC 7116;
5,G,2,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Scytonemataceae; [G] Scytonema;
5,S,1,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Oscillatoriales; [F] Oscillatoriaceae; [G] Oscillatoria; [S] Oscillatoria nigro-viridis;
5,S,7,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Pleurocapsales; [F] Hyellaceae; [G] Pleurocapsa; [S] Pleurocapsa minor;
5,G,17,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Synechococcales; [F] Synechococcaceae; [G] Synechococcus;
6,S,6,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Dokdonia; [S] Dokdonia sp. Dokd-P16;
7,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae; [G] Elizabethkingia; [S] Elizabethkingia meningoseptica;
8,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae; [G] Chryseobacterium; [S] Chryseobacterium taihuense;
9,G,2,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae; [G] Chryseobacterium;
9,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae; [G] Chryseobacterium; [S] Chryseobacterium arthrosphaerae;
9,S,3,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae; [G] Chryseobacterium; [S] Chryseobacterium aureum;
9,S,4,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae; [G] Chryseobacterium; [S] Chryseobacterium bernardetii;
9,S,3,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae; [G] Chryseobacterium; [S] Chryseobacterium carnipullorum;
9,S,3,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae; [G] Chryseobacterium; [S] Chryseobacterium gallinarum;
9,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae; [G] Chryseobacterium; [S] Chryseobacterium indologenes;
9,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae; [G] Chryseobacterium; [S] Chryseobacterium joostei;
9,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae; [G] Chryseobacterium; [S] Chryseobacterium nakagawai;
9,S,11,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae; [G] Epilithonimonas; [S] Epilithonimonas vandammei;
9,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae; [G] Planobacterium; [S] Chryseobacterium taklimakanense;
10,S,8,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Bacteroidaceae; [G] Bacteroides; [S] Bacteroides fragilis;
10,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Bacteroidaceae; [G] Bacteroides; [S] Bacteroides heparinolyticus;
10,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Bacteroidaceae; [G] Bacteroides; [S] Bacteroides ovatus;
10,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Bacteroidaceae; [G] Bacteroides; [S] Bacteroides sp. A1C1;
10,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Tannerellaceae; [G] Parabacteroides; [S] Parabacteroides sp. CT06;
10,S,4,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Marinilabiliales; [F] Marinilabiliaceae; [G] Alkalitalea; [S] Alkalitalea saponilacus;
10,F,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae;
11,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Prevotellaceae; [G] Prevotella; [S] Prevotella denticola;
11,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Prevotellaceae; [G] Prevotella; [S] Prevotella scopos;
12,S,14,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Prevotellaceae; [G] Prevotella; [S] Prevotella intermedia;
12,S,3,[D] Bacteria; [P] Ignavibacteriae; [C] Ignavibacteria; [O] Ignavibacteriales; [F] Ignavibacteriaceae; [G] Ignavibacterium; [S] Ignavibacterium album;
13,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Prevotellaceae; [G] Prevotella; [S] Prevotella fusca;
13,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Prevotellaceae; [G] Prevotella; [S] Prevotella jejuni;
13,S,4,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Prevotellaceae; [G] Prevotella; [S] Prevotella melaninogenica;
14,G,6,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Capnocytophaga;
14,S,13,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Capnocytophaga; [S] Capnocytophaga canimorsus;
14,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Capnocytophaga; [S] Capnocytophaga cynodegmi;
14,S,11,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Capnocytophaga; [S] Capnocytophaga sp. H2931;
14,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Capnocytophaga; [S] Capnocytophaga stomatis;
15,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae; [G] Bergeyella; [S] Bergeyella cardium;
15,G,2,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae; [G] Elizabethkingia;
15,S,3,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae; [G] Elizabethkingia; [S] Elizabethkingia anophelis;
15,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae; [G] Elizabethkingia; [S] Elizabethkingia miricola;
16,G,1,[D] Bacteria; [P] Bacteroidetes; [C] Cytophagia; [O] Cytophagales; [F] Cyclobacteriaceae; [G] Echinicola;
16,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Cytophagia; [O] Cytophagales; [F] Cyclobacteriaceae; [G] Echinicola; [S] Echinicola sp. LN3S3;
16,F,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae;
16,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Maribacter; [S] Maribacter sp. T28;
16,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Psychroflexus; [S] Psychroflexus torquis;
16,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Salegentibacter; [S] Salegentibacter salegens;
16,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Seonamhaeicola; [S] Seonamhaeicola sp. S2-3;
16,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Tenacibaculum; [S] Tenacibaculum jejuense;
16,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Urechidicola; [S] Urechidicola croceus;
16,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Zunongwangia; [S] Zunongwangia profunda;
17,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Crocinitomicaceae; [G] Fluviicola; [S] Fluviicola taffensis;
18,F,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae;
18,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Kordia; [S] Kordia antarctica;
18,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Polaribacter; [S] Polaribacter sp. ALD11;
18,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Tenacibaculum; [S] Tenacibaculum jejuense;
18,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae; [G] Ornithobacterium; [S] Ornithobacterium rhinotracheale;
19,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae; [G] Chryseobacterium; [S] Chryseobacterium sp. StRB126;
20,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Barnesiellaceae; [G] Barnesiella; [S] Barnesiella viscericola;
21,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Barnesiellaceae; [G] Barnesiella; [S] Barnesiella viscericola;
22,G,2,[D] Bacteria; [P] Bacteroidetes; [C] Chitinophagia; [O] Chitinophagales; [F] Chitinophagaceae; [G] Niabella;
22,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Chitinophagia; [O] Chitinophagales; [F] Chitinophagaceae; [G] Niabella; [S] Niabella ginsenosidivorans;
22,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Chitinophagia; [O] Chitinophagales; [F] Chitinophagaceae; [G] Niabella; [S] Niabella soli;
23,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Chitinophagia; [O] Chitinophagales; [F] Chitinophagaceae; [G] Niabella; [S] Niabella ginsenosidivorans;
24,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Tannerellaceae; [G] Tannerella; [S] Tannerella forsythia;
25,S,4,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] unknown; [G] unknown; [S] Bacteroidales bacterium CF;
25,S,3,[D] Bacteria; [P] Ignavibacteriae; [C] Ignavibacteria; [O] Ignavibacteriales; [F] Melioribacteraceae; [G] Melioribacter; [S] Melioribacter roseus;
26,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Rikenellaceae; [G] Mucinivorans; [S] Mucinivorans hirudinis;
27,G,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Flavobacterium;
27,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Flavobacterium; [S] Flavobacterium psychrophilum;
28,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Dysgonomonadaceae; [G] Proteiniphilum; [S] Proteiniphilum saccharofermentans;
29,G,2,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Capnocytophaga;
29,S,5,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Capnocytophaga; [S] Capnocytophaga sp. H2931;
29,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Capnocytophaga; [S] Capnocytophaga sp. H4358;
30,S,3,[D] Bacteria; [P] Bacteroidetes; [C] Chitinophagia; [O] Chitinophagales; [F] Chitinophagaceae; [G] Chitinophaga; [S] Chitinophaga caeni;
30,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Capnocytophaga; [S] Capnocytophaga gingivalis;
31,S,4,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Flavobacterium; [S] Flavobacterium sp. CJ74;
32,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae; [G] Chryseobacterium; [S] Chryseobacterium sp. NBC 122;
33,S,6,[D] Bacteria; [P] Bacteroidetes; [C] Chitinophagia; [O] Chitinophagales; [F] Chitinophagaceae; [G] Flavihumibacter; [S] Flavihumibacter sp. SB-02;
34,G,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae; [G] Chryseobacterium;
35,G,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Flavobacterium;
36,S,6,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Porphyromonadaceae; [G] Porphyromonas; [S] Porphyromonas gingivalis;
37,S,5,[D] Bacteria; [P] Bacteroidetes; [C] Sphingobacteriia; [O] Sphingobacteriales; [F] Sphingobacteriaceae; [G] Mucilaginibacter; [S] Mucilaginibacter ginsenosidivorax;
37,S,6,[D] Bacteria; [P] Bacteroidetes; [C] Sphingobacteriia; [O] Sphingobacteriales; [F] Sphingobacteriaceae; [G] Pedobacter; [S] Pedobacter cryoconitis;
38,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Nonlabens; [S] Nonlabens spongiae;
39,S,4,[D] Bacteria; [P] Bacteroidetes; [C] Sphingobacteriia; [O] Sphingobacteriales; [F] Sphingobacteriaceae; [G] Anseongella; [S] Anseongella ginsenosidimutans;
40,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Flavobacterium; [S] Flavobacterium haoranii;
41,S,3,[D] Bacteria; [P] Bacteroidetes; [C] Cytophagia; [O] Cytophagales; [F] Cyclobacteriaceae; [G] Belliella; [S] Belliella baltica;
42,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Cytophagia; [O] Cytophagales; [F] Cyclobacteriaceae; [G] Belliella; [S] Belliella baltica;
43,S,1,[D] Bacteria; [P] Bacteroidetes; [C] unknown; [O] unknown; [F] unknown; [G] unknown; [S] Bacteroidetes bacterium UKL13-3;
43,S,4,[D] Bacteria; [P] Spirochaetes; [C] Spirochaetia; [O] Spirochaetales; [F] Spirochaetaceae; [G] Treponema; [S] Treponema pedis;
44,G,1,[D] Bacteria; [P] Bacteroidetes; [C] Cytophagia; [O] Cytophagales; [F] Cyclobacteriaceae; [G] Echinicola;
44,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Cytophagia; [O] Cytophagales; [F] Cyclobacteriaceae; [G] Echinicola; [S] Echinicola sp. LN3S3;
45,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Maribacter; [S] Maribacter sp. T28;
45,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Seonamhaeicola; [S] Seonamhaeicola sp. S2-3;
46,S,2,[D] Bacteria; [P] Tenericutes; [C] Mollicutes; [O] Entomoplasmatales; [F] Entomoplasmataceae; [G] Mesoplasma; [S] Mesoplasma florum;
47,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Flavobacterium; [S] Flavobacterium sediminis;
48,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Cytophagia; [O] Cytophagales; [F] Cytophagaceae; [G] Runella; [S] Runella sp. SP2;
48,S,1,[D] Bacteria; [P] Ignavibacteriae; [C] Ignavibacteria; [O] Ignavibacteriales; [F] Ignavibacteriaceae; [G] Ignavibacterium; [S] Ignavibacterium album;
49,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Kordia; [S] Kordia sp. SMS9;
50,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Flavobacterium; [S] Flavobacterium sp. 140616W15;
51,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Tenacibaculum; [S] Tenacibaculum jejuense;
52,S,7,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Marinilabiliales; [F] Salinivirgaceae; [G] Salinivirga; [S] Salinivirga cyanobacteriivorans;
53,S,4,[D] Bacteria; [P] Spirochaetes; [C] Spirochaetia; [O] Leptospirales; [F] Leptospiraceae; [G] Leptospira; [S] Leptospira interrogans;
54,S,6,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Corynebacteriales; [F] Mycobacteriaceae; [G] Mycobacterium; [S] Mycobacterium tuberculosis;
55,S,2,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Corynebacteriales; [F] Mycobacteriaceae; [G] Mycobacterium; [S] Mycobacterium tuberculosis;
56,G,33,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Pseudonocardiales; [F] Pseudonocardiaceae; [G] Actinoalloteichus;
56,S,4,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Pseudonocardiales; [F] Pseudonocardiaceae; [G] Actinoalloteichus; [S] Actinoalloteichus hoggarensis;
56,S,9,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Pseudonocardiales; [F] Pseudonocardiaceae; [G] Actinoalloteichus; [S] Actinoalloteichus hymeniacidonis;
